% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=42, Thu Feb 12 15:06:38 2026, <python>{}</python>
1 8 0.14832752785824133 1.0000400008000108 0.0014252620753212777 1.4252620753212777e-03 0.0017223389298383807 0.001965351784425796 0.00017307475346173187 0.0015778817363870205 nan 24.9   
2 16 0.17671151461056286 1.2367651460970694 0.0012698713469845395 1.2698713469845395e-03 0.001478280355299275 0.001611024420809449 0.00019591011121935609 0.0013218516018267195 nan 50.1   
3 24 0.19389320393596793 1.635332125901972 0.0011179500243327493 1.1179500243327493e-03 0.0013693135452189406 0.0015957753509069682 0.00022905621795934724 0.001297080667116917 nan 75.6   
4 32 0.1920189740893779 1.7933110783341646 0.0011179500243327493 1.1634689609025725e-03 0.0015126268073924712 0.0016657132900798413 0.0003706182161340918 0.0012126775905291923 nan 101.1   
5 40 0.21852930956224745 2.0417428812961527 0.0010913816608532783 1.0913816608532783e-03 0.0012781479765275685 0.0013505849872156412 0.0001741518802409062 0.0011537727843503186 nan 127.1   
6 48 0.2728848310485451 1.9695420639781047 0.0010278513956660726 1.0278513956660726e-03 0.001173135896608849 0.0013229655486431144 0.00021195106737976446 0.0010386301954265432 nan 152.5   
7 56 0.28479176031925174 1.8045573251371716 0.0009284380845166526 9.2843808451665265e-04 0.0011275337762322894 0.0014898132151573902 0.00023226468664729332 0.0010064449515480671 nan 178.0   
8 64 0.29206453990084513 1.8937811780643516 0.0009268903337362663 9.2689033373626625e-04 0.0009801578890735625 0.0010362441923735 7.031021547919858e-05 0.000945445510031398 nan 204.0   
9 72 0.2671192739433907 1.6330839169688818 0.000907240589119856 9.0724058911985600e-04 0.0010319279707447877 0.0011740909412506788 9.585113419532834e-05 0.0009499971372095783 nan 229.9   
10 80 0.2674583803787914 1.6690629891331392 0.000907240589119856 9.4975694234411719e-04 0.00103755603011863 0.0012921990963338896 9.314274276408662e-05 0.000996955878313453 nan 255.9   
11 88 0.27265299401154386 1.7596889015849175 0.000907240589119856 9.1251145547946910e-04 0.0010326909296058033 0.0014080051447961167 0.00028360382682224576 0.0009665930805140986 nan 280.4   
12 96 0.24220040242129487 1.915118327197928 0.0008928104461976985 8.9281044619769854e-04 0.001001868158313992 0.0010800122007925104 8.532897938857552e-05 0.000922656160906891 nan 306.8   
13 104 0.21589653340939083 2.0311350210029766 0.0008928104461976985 9.0900571123322634e-04 0.0009893067769276163 0.0010409534498218734 9.390215973716564e-05 0.0009373955779205453 nan 332.6   
14 112 0.1980638511442291 1.9898164395084914 0.0008928104461976985 9.0928991925506299e-04 0.000948245943655626 0.0010866167369294453 0.00011237446072794336 0.000921785328613547 nan 359.3   
15 120 0.17432550350425619 2.0233082186628053 0.0008905666238971454 8.9056662389714540e-04 0.0009514325645438215 0.0010338073050141863 7.013837171015622e-05 0.0009062366503961768 nan 385.7   
16 128 0.17237093092451017 2.0250838347829903 0.0008876979966697973 8.8769799666979727e-04 0.0009434970632955196 0.000971421710735698 4.5181477656294766e-05 0.00091444396910411 nan 412.3   
17 136 0.19109327660645356 2.349615920163471 0.0008876979966697973 9.0464930530306559e-04 0.0009560505354573863 1813.5304347510146 0.0002161638967009881 0.0009071718898242065 nan 438.7   
18 144 0.1771877334176167 2.4302382124367337 0.0008876979966697973 9.0443726961970711e-04 0.0009386821690708222 1520.7303666344021 725.1259308088913 0.0009241926866499173 nan 465.6   
19 152 0.16164516579003452 2.4639324185603444 0.0008876979966697973 9.0880211918178988e-04 0.0009380513831577396 0.0010661009696085286 4.3432964294544104e-05 0.0009156817366822538 nan 492.2   
20 160 0.16156193295006338 2.968261957588619 0.0008876979966697973 9.0781884592474173e-04 0.0009187592124591281 0.0011454794882113997 2.5801745694965187e-05 0.0009145759584125337 nan 518.4   
